"","FECHA_ACCIDENTE","A�.O_ACCIDENTE","MES_ACCIDENTE","DIA_ACCIDENTE","HORA_ACCIDENTE","GRAVEDAD_ACCIDENTE","CLASE_ACCIDENTE","SITIO_EXACTO_ACCIDENTE","CANT_HERIDOS_EN._SITIO_ACCIDENTE","CANT_MUERTOS_EN._SITIO_ACCIDENTE","CANTIDAD_ACCIDENTES","lat","long"
"5497",2019-12-21,2019,12,"Sáb","01:30:00:PM","Con heridos","Choque","CL 76 CR 6",2,NA,1,19.1086193992181,-104.316363246753
"5498",2019-12-21,2019,12,"Sáb","03:00:00:PM","Solo daños","Choque","CR 20 CL 31",NA,NA,1,41.3681499992349,-4.11043997114078
"5499",2019-12-21,2019,12,"Sáb","03:03:00:PM","Solo daños","Choque","CR 21B CL 64",NA,NA,1,41.3673951960997,-4.11062628898252
"5500",2019-12-21,2019,12,"Sáb","03:10:00:PM","Solo daños","Choque","CR 43 CL 58",NA,NA,1,41.4430700062975,-3.98117996006329
"5501",2019-12-21,2019,12,"Sáb","03:10:00:PM","Solo daños","Choque","CR 45 CL 53",NA,NA,1,41.4430099918707,-3.98145002498359
"5502",2019-12-21,2019,12,"Sáb","04:40:00:AM","Solo daños","Choque","CL 110 CR 13",NA,NA,1,42.2656400186315,-5.93319998399039
"5503",2019-12-21,2019,12,"Sáb","05:05:00:PM","Solo daños","Choque","CL 75 CR 47",NA,NA,1,40.3882400134524,-5.45218996957513
"5504",2019-12-21,2019,12,"Sáb","05:40:00:AM","Solo daños","Choque","CL 30 CR 2B 40",NA,NA,1,41.6732899992137,-6.03814996128816
"5505",2019-12-21,2019,12,"Sáb","06:10:00:PM","Solo daños","Choque","CL 19 CR 5B",NA,NA,1,40.3652994640605,-4.89138941471353
"5506",2019-12-21,2019,12,"Sáb","06:20:00:PM","Con heridos","Choque","CL 80 CR 72",1,NA,1,40.5621099800626,-4.98219997854073
"5507",2019-12-21,2019,12,"Sáb","06:30:00:PM","Con heridos","Choque","CL 48 CR 27",1,NA,1,51.3550300110853,-0.0679400191027355
"5508",2019-12-21,2019,12,"Sáb","06:50:00:PM","Solo daños","Choque","CL 19 CR 6D Y 7",NA,NA,1,19.1092950590464,-104.31520990297
"5509",2019-12-21,2019,12,"Sáb","07:00:00:PM","Solo daños","Choque","CL 19 CR 6D Y 7",NA,NA,1,19.1092950590464,-104.31520990297
"5510",2019-12-21,2019,12,"Sáb","10:40:00:AM","Solo daños","Choque","CL 79 CR 44",NA,NA,1,41.3661600096925,-4.11147002322201
"5511",2019-12-21,2019,12,"Sáb","12:40:00:PM","Solo daños","Choque","CL 30 CR 40",NA,NA,1,41.3663799927413,-4.11134999436854
"5512",2019-12-22,2019,12,"Dom","01:10:00:PM","Solo daños","Choque","CR 44 CL 74",NA,NA,1,41.3661600096925,-4.11147002322201
"5513",2019-12-22,2019,12,"Dom","03:00:00:PM","Solo daños","Choque","CL 44 CR 14",NA,NA,1,19.1085185636253,-104.31310692309
"5514",2019-12-22,2019,12,"Dom","04:10:00:AM","Solo daños","Choque","CR 64B CL 84B",NA,NA,1,40.5620628755976,-4.98192426279744
"5515",2019-12-22,2019,12,"Dom","04:30:00:PM","Solo daños","Choque","CR 44 CL 75",NA,NA,1,41.3661600096925,-4.11147002322201
"5516",2019-12-22,2019,12,"Dom","04:50:00:PM","Solo daños","Choque","CR 21 CL 37",NA,NA,1,41.3671499962765,-4.11071003606111
"5517",2019-12-22,2019,12,"Dom","05:20:00:PM","Solo daños","Choque","CL 45 2B 40",NA,NA,1,41.5275627281293,-4.11564648053671
"5518",2019-12-22,2019,12,"Dom","05:45:00:AM","Con heridos","Choque","CL 47 CR 1E",1,NA,1,41.9967100080087,-6.023739960987
"5519",2019-12-22,2019,12,"Dom","05:50:00:PM","Solo daños","Choque","CL 110 CR 37",NA,NA,1,42.1986800116481,-5.98220000322078
"5520",2019-12-22,2019,12,"Dom","09:05:00:AM","Con heridos","Choque","CRA 25C CALLE 74C",1,NA,1,NA,NA
"5521",2019-12-22,2019,12,"Dom","10:00:00:AM","Con heridos","Choque","CL 120 CR 31",2,NA,1,42.5170899892771,-5.76631000533993
"5522",2019-12-22,2019,12,"Dom","10:20:00:PM","Con heridos","Choque","CL 72 CR 71",1,NA,1,41.9943300085116,-6.03035001365018
"5523",2019-12-22,2019,12,"Dom","11:00:00:AM","Solo daños","Choque","CR 44 CL 38",NA,NA,1,41.3661600096925,-4.11147002322201
"5524",2019-12-23,2019,12,"Lun","01:00:00:PM","Solo daños","Choque","CL 84 CR 64",NA,NA,1,40.562000009493,-4.98192999743947
"5525",2019-12-23,2019,12,"Lun","03:10:00:PM","Con heridos","Atropello","CALLE 30 CRA 15",1,NA,1,40.42407,-3.70608999999996
"5526",2019-12-23,2019,12,"Lun","03:45:00:PM","Solo daños","Choque","CL 98 CR 53",NA,NA,1,41.9948200145712,-6.02901997325429
"5527",2019-12-23,2019,12,"Lun","03:50:00:AM","Con heridos","Choque","CL 17 CR 26",1,NA,1,19.1094297319217,-104.314020537032
"5528",2019-12-23,2019,12,"Lun","03:55:00:PM","Solo daños","Choque","CALLE 91 CRA 64C",NA,NA,1,NA,NA
"5529",2019-12-23,2019,12,"Lun","04:20:00:PM","Con heridos","Atropello","CR 88 CL 70B",1,NA,1,42.5887499808281,-6.22215997717444
"5530",2019-12-23,2019,12,"Lun","05:10:00:PM","Solo daños","Choque","CR 38 CL 114",NA,NA,1,41.3665299868987,-4.11128000547703
"5531",2019-12-23,2019,12,"Lun","05:15:00:PM","Con heridos","Choque","CALLE 45 CRA 27",1,NA,1,NA,NA
"5532",2019-12-23,2019,12,"Lun","06:15:00:PM","Solo daños","Choque","CL 61 CR 27",NA,NA,1,51.3553100085609,-0.0671299919798685
"5533",2019-12-23,2019,12,"Lun","06:30:00:PM","Solo daños","Choque","VIA 40 CL 71",NA,NA,1,42.5523693284431,-6.63176562431559
"5534",2019-12-23,2019,12,"Lun","07:00:00:PM","Solo daños","Choque","CR 46 CL 93",NA,NA,1,41.3660600135876,-4.11148997215159
"5535",2019-12-23,2019,12,"Lun","07:20:00:PM","Solo daños","Choque","CLLE 72 CRA 48",NA,NA,1,NA,NA
"5536",2019-12-23,2019,12,"Lun","08:40:00:PM","Con heridos","Choque","CL 59 CR 54",1,NA,1,40.5618899970138,-4.98219997854073
"5537",2019-12-23,2019,12,"Lun","09:30:00:AM","Solo daños","Choque","CR 45 76 188",NA,NA,1,NA,NA
"5538",2019-12-23,2019,12,"Lun","10:00:00:AM","Solo daños","Choque","CALLE 82 CRA 55",NA,NA,1,NA,NA
"5539",2019-12-23,2019,12,"Lun","10:35:00:PM","Solo daños","Choque","CR 33 CL 57",NA,NA,1,41.3658199977902,-4.11138997604669
"5540",2019-12-23,2019,12,"Lun","11:30:00:PM","Con heridos","Choque","CR 27 CL 68",1,NA,1,41.366229998584,-4.11121001658552
"5541",2019-12-23,2019,12,"Lun","12:00:00:PM","Solo daños","Choque","VIA 40 CALLE 77",NA,NA,1,NA,NA
"5542",2019-12-23,2019,12,"Lun","12:20:00:PM","Solo daños","Choque","CALLE 45H CRA 1E",NA,NA,1,NA,NA
"5543",2019-12-24,2019,12,"Mar","01:10:00:PM","Solo daños","Choque","CRA 65 CALLE 85",NA,NA,1,NA,NA
"5544",2019-12-24,2019,12,"Mar","02:00:00:AM","Solo daños","Volcamiento","CR 38 CL 134",NA,NA,1,41.3665299868987,-4.11128000547703
"5545",2019-12-24,2019,12,"Mar","03:00:00:PM","Solo daños","Choque","CALLE 31 CRA 21",NA,NA,1,21.28234,-89.6713599999999
"5546",2019-12-24,2019,12,"Mar","05:00:00:PM","Solo daños","Choque","CR 46 CL 37",NA,NA,1,41.3660600135876,-4.11148997215159
"5547",2019-12-24,2019,12,"Mar","05:10:00:PM","Solo daños","Choque","CALLE 17 CRA 8",NA,NA,1,38.6968000000001,-0.473109999999963
"5548",2019-12-24,2019,12,"Mar","06:40:00:AM","Solo daños","Choque","CL 17 CR 19",NA,NA,1,19.1091600056315,-104.314240032953
"5549",2019-12-24,2019,12,"Mar","07:05:00:PM","Solo daños","Choque","CALLE 72 CRA 60",NA,NA,1,NA,NA
"5550",2019-12-24,2019,12,"Mar","07:45:00:PM","Con heridos","Choque","CALLE 40 CRA 26",1,NA,1,-24.90007,-56.20282
"5551",2019-12-24,2019,12,"Mar","08:00:00:AM","Solo daños","Choque","VIA 40 CALL 68",NA,NA,1,41.191079882847,-111.993693798096
"5552",2019-12-24,2019,12,"Mar","09:00:00:AM","Solo daños","Choque","CRA 43 CALLE 76",NA,NA,1,NA,NA
"5553",2019-12-24,2019,12,"Mar","09:10:00:AM","Con heridos","Choque","CRA 38 CALLE 80B",1,NA,1,NA,NA
"5554",2019-12-24,2019,12,"Mar","10:00:00:AM","Solo daños","Choque","AVENIDA 110 CRA 6",NA,NA,1,40.3584700000001,-5.52155999999997
"5555",2019-12-24,2019,12,"Mar","11:20:00:AM","Solo daños","Choque","CRA 3B CALLE 4",NA,NA,1,-27.20859,-56.3779699999999
"5556",2019-12-24,2019,12,"Mar","12:45:00:AM","Con heridos","Choque","CR 43 CL 61",1,NA,1,41.4430700062975,-3.98117996006329
"5557",2019-12-25,2019,12,"Mié","01:30:00:AM","Con heridos","Choque","CR 74 CL 81",1,NA,1,40.5621699944894,-4.98228002571608
"5558",2019-12-25,2019,12,"Mié","01:30:00:PM","Solo daños","Choque","CRA 67B CALLE 48",NA,NA,1,NA,NA
"5559",2019-12-25,2019,12,"Mié","03:00:00:AM","Con heridos","Choque","CL 84 CR 56",1,NA,1,40.5618700061747,-4.982139964114
"5560",2019-12-25,2019,12,"Mié","05:20:00:AM","Con heridos","Choque","CRA 6 CALLE 99",1,NA,1,NA,NA
"5561",2019-12-25,2019,12,"Mié","07:00:00:PM","Con heridos","Atropello","CL 30 CR 4 Y 6",1,NA,1,19.2422905222068,-103.707545510048
"5562",2019-12-25,2019,12,"Mié","07:00:00:PM","Solo daños","Choque","CL 47B CR 6 SUR",NA,NA,1,19.1083444058385,-104.317098794447
"5563",2019-12-25,2019,12,"Mié","08:15:00:PM","Solo daños","Choque","CALLE 19 CRA 1D",NA,NA,1,NA,NA
"5564",2019-12-25,2019,12,"Mié","08:30:00:PM","Con heridos","Choque","VIA 40 FRENTE 85 149",4,NA,1,53.110738788,18.0034400000001
"5565",2019-12-25,2019,12,"Mié","09:10:00:AM","Con heridos","Choque","CRA 9G CALLE 118",1,NA,1,NA,NA
"5566",2019-12-25,2019,12,"Mié","09:30:00:PM","Solo daños","Choque","VIA 40 CL 72",NA,NA,1,42.5523693284431,-6.63176562431559
"5567",2019-12-25,2019,12,"Mié","10:20:00:PM","Con heridos","Choque","CALLE 30 CRA 38",1,NA,1,40.42407,-3.70608999999996
"5568",2019-12-25,2019,12,"Mié","11:00:00:PM","Con heridos","Choque","CRA 14 CALLE 35A",2,NA,1,NA,NA
"5569",2019-12-25,2019,12,"Mié","11:40:00:PM","Con heridos","Atropello","CL 49 CR 15 SUR",1,NA,1,5.06074501108426,-75.4802749942881
"5570",2019-12-25,2019,12,"Mié","12:30:00:AM","Con heridos","Atropello","CRA 1F CALLE 37",2,NA,1,NA,NA
"5571",2019-12-25,2019,12,"Mié","12:40:00:PM","Solo daños","Choque","CRA 73 CALLE 93",NA,NA,1,4.67821000000004,-74.0547299999999
"5572",2019-12-26,2019,12,"Jue","02:00:00:AM","Con muertos","Choque","CL 45 CR 32",NA,2,1,41.5270056575405,-4.11545542936814
"5573",2019-12-26,2019,12,"Jue","02:00:00:PM","Solo daños","Choque","CALLE 88 CRA 74",NA,NA,1,NA,NA
"5574",2019-12-26,2019,12,"Jue","02:00:00:PM","Solo daños","Choque","CL 64 CR 43",NA,NA,1,51.4136999805522,-0.169830015008245
"5575",2019-12-26,2019,12,"Jue","02:10:00:PM","Solo daños","Choque","CALLE 107 CRA 36",NA,NA,1,NA,NA
"5576",2019-12-26,2019,12,"Jue","02:45:00:PM","Solo daños","Choque","CRA 42H CALLE 84",NA,NA,1,4.66734000000002,-74.05166
"5577",2019-12-26,2019,12,"Jue","06:30:00:PM","Con heridos","Atropello","CL 85 CR 79",1,NA,1,41.308110007694,-5.65571003856869
"5578",2019-12-26,2019,12,"Jue","06:40:00:AM","Solo daños","Choque","VIA 40 CALLE 76",NA,NA,1,NA,NA
"5579",2019-12-26,2019,12,"Jue","07:00:00:AM","Solo daños","Choque","CL 30 CR 15",NA,NA,1,41.3680600195043,-4.11006001946984
"5580",2019-12-26,2019,12,"Jue","07:20:00:PM","Solo daños","Choque","CALLE 72 CRA 47",NA,NA,1,NA,NA
"5581",2019-12-26,2019,12,"Jue","09:30:00:AM","Solo daños","Choque","CR 45 CL 44",NA,NA,1,41.4430099918707,-3.98145002498359
"5582",2019-12-26,2019,12,"Jue","11:00:00:AM","Solo daños","Choque","CR 64 81 62",NA,NA,1,NA,NA
"5583",2019-12-26,2019,12,"Jue","11:30:00:PM","Solo daños","Choque","CALLE 93 CRA 49C",NA,NA,1,4.67821000000004,-74.0547299999999
"5584",2019-12-27,2019,12,"Vie","01:10:00:AM","Con heridos","Choque","CL 19 CR 7",1,NA,1,40.3653399834248,-4.89133000601612
"5585",2019-12-27,2019,12,"Vie","01:30:00:PM","Solo daños","Choque","CR 38 CL 102B",NA,NA,1,41.3665299868987,-4.11128000547703
"5586",2019-12-27,2019,12,"Vie","02:30:00:PM","Solo daños","Choque","CL 89 CR 53",NA,NA,1,41.9948200145712,-6.02901997325429
"5587",2019-12-27,2019,12,"Vie","04:00:00:PM","Solo daños","Choque","CL 99 CR 51B",NA,NA,1,40.369541859549,-5.48742630770134
"5588",2019-12-27,2019,12,"Vie","05:15:00:PM","Solo daños","Choque","CL 19 CR 1B",NA,NA,1,42.584899654514,-6.40790643185479
"5589",2019-12-27,2019,12,"Vie","05:15:00:PM","Solo daños","Choque","CL 99 CR 53",NA,NA,1,41.9948200145712,-6.02901997325429
"5590",2019-12-27,2019,12,"Vie","05:30:00:PM","Solo daños","Choque","CL 110 CR 15",NA,NA,1,42.1999199884943,-5.98161997552106
"5591",2019-12-27,2019,12,"Vie","05:30:00:PM","Solo daños","Choque","CR 35 72 66",NA,NA,1,51.2835000000001,-0.105740088999937
"5592",2019-12-27,2019,12,"Vie","07:00:00:AM","Solo daños","Choque","CL 17 CR 8",NA,NA,1,40.3649000173271,-4.89097000327473
"5593",2019-12-27,2019,12,"Vie","07:40:00:PM","Solo daños","Choque","CR 32 CL 63",NA,NA,1,41.44399000399,-3.67647003553643
"5594",2019-12-27,2019,12,"Vie","08:15:00:PM","Solo daños","Choque","CALLE 75 CRA 47",NA,NA,1,NA,NA
"5595",2019-12-27,2019,12,"Vie","09:02:00:AM","Con heridos","Atropello","CL 80 9C 93",1,NA,1,40.6064106974811,-6.82537841450334
"5596",2019-12-27,2019,12,"Vie","09:20:00:AM","Con heridos","Choque","CL 111 CR 31",1,NA,1,42.1908915730666,-6.13567756587138
"5597",2019-12-27,2019,12,"Vie","09:30:00:PM","Solo daños","Choque","CR 45 CL 42",NA,NA,1,41.4430099918707,-3.98145002498359
"5598",2019-12-27,2019,12,"Vie","09:40:00:PM","Solo daños","Choque","CL 78 CR 41",NA,NA,1,51.407090011708,-0.150720030139524
"5599",2019-12-27,2019,12,"Vie","10:00:00:AM","Solo daños","Choque","CR 46 CL 10",NA,NA,1,41.3660600135876,-4.11148997215159
"5600",2019-12-27,2019,12,"Vie","10:20:00:AM","Solo daños","Choque","CL 110 CR 27",NA,NA,1,42.1990199816409,-5.98201995994057
"5601",2019-12-27,2019,12,"Vie","10:30:00:AM","Solo daños","Choque","CR 19 CL 47",NA,NA,1,41.3674499845912,-4.1105299927809
"5602",2019-12-27,2019,12,"Vie","10:30:00:PM","Solo daños","Choque","PUENTE PUMAREJO + 500 MTS",NA,NA,1,-26.49182,31.30177
"5603",2019-12-27,2019,12,"Vie","11:30:00:PM","Con heridos","Choque","CR 57 CL 85",3,NA,1,41.9947299929311,-6.02927000542604
"5604",2019-12-27,2019,12,"Vie","12:05:00:PM","Solo daños","Choque","CRA 39 CALLE 110",NA,NA,1,NA,NA
"5605",2019-12-27,2019,12,"Vie","12:50:00:PM","Solo daños","Choque","CL 100 TRANSV 44",NA,NA,1,4.68951730269949,-74.0691505777017
"5606",2019-12-28,2019,12,"Sáb","02:20:00:PM","Solo daños","Choque","CALLE 50 CRA 37",NA,NA,1,NA,NA
"5607",2019-12-28,2019,12,"Sáb","03:10:00:AM","Solo daños","Choque","CL 84 CR 44",NA,NA,1,41.3661600096925,-4.11147002322201
"5608",2019-12-28,2019,12,"Sáb","03:20:00:PM","Solo daños","Choque","CALLE 66 CRA 10 SUR",NA,NA,1,34.6555061201197,-118.246901111172
"5609",2019-12-28,2019,12,"Sáb","03:30:00:PM","Con heridos","Choque","CR 54 CL 68",1,NA,1,40.5618899970138,-4.98219997854073
"5610",2019-12-28,2019,12,"Sáb","04:50:00:PM","Con heridos","Choque","CRA 41D CALLE 73",1,NA,1,NA,NA
"5611",2019-12-28,2019,12,"Sáb","07:45:00:AM","Solo daños","Choque","CR 41 CL 84B",NA,NA,1,41.4431099879756,-3.98001001401803
"5612",2019-12-28,2019,12,"Sáb","08:30:00:AM","Con heridos","Choque","CL 35 CR 4",2,NA,1,19.0915099806578,-104.312519982603
"5613",2019-12-28,2019,12,"Sáb","08:30:00:AM","Solo daños","Choque","CALLE 30 CRA 46",NA,NA,1,40.42407,-3.70608999999996
"5614",2019-12-28,2019,12,"Sáb","08:30:00:PM","Solo daños","Choque","CL 94 CR 72",NA,NA,1,40.5621099800626,-4.98219997854073
"5615",2019-12-28,2019,12,"Sáb","08:40:00:AM","Con heridos","Choque","CR 44 CL 64",1,NA,1,41.3661600096925,-4.11147002322201
"5616",2019-12-28,2019,12,"Sáb","09:10:00:PM","Solo daños","Choque","CALLE 69 CRA 70",NA,NA,1,NA,NA
"5617",2019-12-28,2019,12,"Sáb","10:30:00:AM","Solo daños","Choque","CRA 42 CALLE 79B",NA,NA,1,NA,NA
"5618",2019-12-28,2019,12,"Sáb","11:30:00:AM","Solo daños","Choque","CRA 44 CALLE 33",NA,NA,1,40.45,-4.00594999999993
"5619",2019-12-28,2019,12,"Sáb","12:28:00:PM","Solo daños","Choque","CR 38 CL 81",NA,NA,2,41.3665299868987,-4.11128000547703
"5620",2019-12-28,2019,12,"Sáb","12:28:00:PM","Solo daños","Choque","CR 38 CL 81",NA,NA,1,41.3665299868987,-4.11128000547703
"5621",2019-12-29,2019,12,"Dom","01:10:00:PM","Con heridos","Choque","CALLE 74 CRA 56",2,NA,1,NA,NA
"5622",2019-12-29,2019,12,"Dom","01:15:00:AM","Con heridos","Choque","CR 19 CL 40",3,NA,1,41.3674499845912,-4.1105299927809
"5623",2019-12-29,2019,12,"Dom","05:00:00:AM","Con heridos","Choque","AV MURILLO CR 1",2,NA,1,10.12237,-84.3091699999999
"5624",2019-12-29,2019,12,"Dom","05:20:00:AM","Con heridos","Choque","CR 38B CL 110",1,NA,1,41.3667688103356,-4.1111212440914
"5625",2019-12-29,2019,12,"Dom","07:35:00:AM","Con heridos","Choque","CR 36 CL 58",3,NA,1,41.3666399993778,-4.11121999105029
"5626",2019-12-29,2019,12,"Dom","09:10:00:AM","Con heridos","Choque","CL 26 CR 6C",1,NA,1,41.3693708668748,-4.10975102245247
"5627",2019-12-29,2019,12,"Dom","11:30:00:PM","Solo daños","Choque","CALE 30 CRA 26",NA,NA,1,NA,NA
"5628",2019-12-30,2019,12,"Lun","02:30:00:PM","Solo daños","Choque","CL 80 CR 42H",NA,NA,1,41.3665310201823,-4.1112459362601
"5629",2019-12-30,2019,12,"Lun","03:30:00:PM","Solo daños","Choque","CALLE 40B CRA 24",NA,NA,1,NA,NA
"5630",2019-12-30,2019,12,"Lun","04:30:00:AM","Con heridos","Choque","CR 15 CL 24",1,NA,1,41.3680600195043,-4.11006001946984
"5631",2019-12-30,2019,12,"Lun","07:00:00:AM","Solo daños","Choque","CL 19 CR 1",NA,NA,1,42.5848800142225,-6.40784997791417
"5632",2019-12-30,2019,12,"Lun","07:20:00:AM","Solo daños","Choque","CL 36 CR 39",NA,NA,1,41.4430700062975,-3.97989995962936
"5633",2019-12-30,2019,12,"Lun","08:30:00:PM","Solo daños","Choque","VIA 40 CR 46",NA,NA,1,NA,NA
"5634",2019-12-30,2019,12,"Lun","09:20:00:PM","Solo daños","Choque","AV 110 VIA 40",NA,NA,1,NA,NA
"5635",2019-12-30,2019,12,"Lun","11:00:00:AM","Solo daños","Choque","CR 53 CL 68B",NA,NA,1,41.9948200145712,-6.02901997325429
"5636",2019-12-30,2019,12,"Lun","11:10:00:AM","Solo daños","Choque","CL 85 51B 20",NA,NA,1,52.5297251621414,-1.94039150636498
"5637",2019-12-31,2019,12,"Mar","01:50:00:PM","Solo daños","Choque","AV CORDIALIDAD CR 10",NA,NA,1,10.9586269281343,-74.839547817428
"5638",2019-12-31,2019,12,"Mar","02:45:00:PM","Solo daños","Choque","CR 45 CL 48",NA,NA,1,41.4430099918707,-3.98145002498359
"5639",2019-12-31,2019,12,"Mar","02:50:00:PM","Con heridos","Choque","CL 92 CR 51D",1,NA,1,42.4608099937722,-5.3908500286708
"5640",2019-12-31,2019,12,"Mar","02:56:00:PM","Solo daños","Choque","CR 38 CL 79B",NA,NA,1,41.3665299868987,-4.11128000547703
"5641",2019-12-31,2019,12,"Mar","03:45:00:PM","Solo daños","Choque","CR 21B CL 63B",NA,NA,1,41.3673951960997,-4.11062628898252
"5642",2019-12-31,2019,12,"Mar","08:30:00:PM","Solo daños","Choque","CL 70C CR 24C",NA,NA,1,41.367966532855,-4.1104982057167
"5643",2019-12-31,2019,12,"Mar","10:00:00:PM","Con heridos","Choque","CL 45B CR 7F",2,NA,1,42.2695701817113,-6.66863607540413
"5644",2019-12-31,2019,12,"Mar","10:00:00:PM","Solo daños","Choque","CR 46 CL 87",NA,NA,1,41.3660600135876,-4.11148997215159
"5645",2019-12-31,2019,12,"Mar","12:10:00:PM","Solo daños","Choque","CR 43 CL 80",NA,NA,1,41.4430700062975,-3.98117996006329
"5646",2020-01-01,2020,1,"Mié","05:00:00:PM","Solo daños","Choque","AV CIRCUNVALAR CL 96",NA,NA,1,41.5931409153549,-5.58542011365685
"5647",2020-01-01,2020,1,"Mié","05:30:00:AM","Solo daños","Choque","CR 10 CL 10",NA,NA,1,41.3692699891372,-4.10987997618963
"5648",2020-01-01,2020,1,"Mié","05:40:00:PM","Solo daños","Choque","CL 114 CR 42",NA,NA,1,42.1441999879406,-5.83664004031414
"5649",2020-01-01,2020,1,"Mié","08:00:00:PM","Con heridos","Choque","CL 86 CR 9L",1,NA,1,41.3684053817455,-4.11009792603668
"5650",2020-01-01,2020,1,"Mié","08:10:00:PM","Solo daños","Choque","CL 72 CR 44 25",NA,NA,1,41.3661600096925,-4.11147002322201
"5651",2020-01-01,2020,1,"Mié","09:00:00:PM","Solo daños","Choque","CL 19 CR 2",NA,NA,1,40.3651599820541,-4.89129999880274
"5652",2020-01-01,2020,1,"Mié","09:00:00:PM","Solo daños","Choque","CR 6 89 87",NA,NA,1,45.1556671244792,9.98015395198564
"5653",2020-01-01,2020,1,"Mié","09:30:00:PM","Solo daños","Choque","CL 72 CR 41",NA,NA,1,51.4071700169738,-0.150809967960612
"5654",2020-01-01,2020,1,"Mié","12:20:00:PM","Con heridos","Choque","CL 30 25 35",1,NA,1,5.06568188929336,-75.5122534699102
"5655",2020-01-01,2020,1,"Mié","12:30:00:AM","Con heridos","Atropello","CL 60B CR 9",1,NA,1,19.1093260746599,-104.317109127484
"5656",2020-01-02,2020,1,"Jue","01:00:00:PM","Con heridos","Choque","CR 38 123 540",2,NA,1,49.830377712,21.729350477
"5657",2020-01-02,2020,1,"Jue","02:30:00:PM","Solo daños","Choque","CL 100 CR 37 87",NA,NA,1,41.4431099879756,-3.97974003291677
"5658",2020-01-02,2020,1,"Jue","03:00:00:PM","Con heridos","Choque","CR 59 CL 75",1,NA,1,40.369940013797,-5.48745003784421
"5659",2020-01-02,2020,1,"Jue","03:10:00:AM","Con heridos","Caida Ocupante","CL 24 CR 26",1,NA,1,19.0721820725321,-104.279536641267
"5660",2020-01-02,2020,1,"Jue","05:30:00:PM","Solo daños","Choque","CR 46 CL 30",NA,NA,1,41.3660600135876,-4.11148997215159
"5661",2020-01-02,2020,1,"Jue","07:30:00:AM","Solo daños","Choque","CL 17 CR 8",NA,NA,1,40.3649000173271,-4.89097000327473
"5662",2020-01-02,2020,1,"Jue","07:50:00:AM","Solo daños","Choque","CL 17 CR 8",NA,NA,1,40.3649000173271,-4.89097000327473
"5663",2020-01-02,2020,1,"Jue","09:50:00:AM","Con heridos","Choque","CL 47 CR 24",1,NA,1,41.3679300161861,-4.11065999609914
"5664",2020-01-03,2020,1,"Vie","01:00:00:PM","Solo daños","Choque","CR 43 CL 102",NA,NA,1,41.4430700062975,-3.98117996006329
"5665",2020-01-03,2020,1,"Vie","03:08:00:PM","Solo daños","Choque","CR 52 FRENTE 72 35",NA,NA,1,-34.6405083076143,-71.3639717775469
"5666",2020-01-03,2020,1,"Vie","03:50:00:PM","Con heridos","Choque","CL 19 CR 1",1,NA,1,42.5848800142225,-6.40784997791417
"5667",2020-01-03,2020,1,"Vie","05:05:00:PM","Con heridos","Choque","CL 19 CR 5B",1,NA,1,40.3652994640605,-4.89138941471353
"5668",2020-01-03,2020,1,"Vie","07:10:00:PM","Con heridos","Atropello","CR 38 CL 100",1,NA,1,41.3665299868987,-4.11128000547703
"5669",2020-01-03,2020,1,"Vie","07:50:00:AM","Solo daños","Choque","CL 48 CR 18C",NA,NA,1,41.7910901238889,-3.0102265990112
"5670",2020-01-03,2020,1,"Vie","10:10:00:AM","Con heridos","Choque","CL 74 CR 41",1,NA,1,51.4071400097605,-0.150779960747229
"5671",2020-01-03,2020,1,"Vie","11:20:00:AM","Solo daños","Choque","CL 99 CR 53",NA,NA,1,41.9948200145712,-6.02901997325429
"5672",2020-01-03,2020,1,"Vie","12:40:00:PM","Solo daños","Choque","CR 38 CL 31",NA,NA,1,41.3665299868987,-4.11128000547703
"5673",2020-01-04,2020,1,"Sáb","03:00:00:PM","Solo daños","Choque","CR 10 CL 13",NA,NA,1,41.3692699891372,-4.10987997618963
"5674",2020-01-04,2020,1,"Sáb","04:00:00:PM","Con heridos","Choque","CR 27 CL 108",2,NA,1,41.366229998584,-4.11121001658552
"5675",2020-01-04,2020,1,"Sáb","04:47:00:PM","Solo daños","Choque","CR 1B CL 44A",NA,NA,1,41.9960299842041,-6.02562002186926
"5676",2020-01-04,2020,1,"Sáb","05:15:00:PM","Solo daños","Choque","CL 58 CR 14",NA,NA,1,19.1083930943541,-104.313225510129
"5677",2020-01-04,2020,1,"Sáb","05:55:00:PM","Solo daños","Choque","AV CORDIALIDAD CR 21",NA,NA,1,10.9698173986935,-74.8318403774336
"5678",2020-01-04,2020,1,"Sáb","06:50:00:AM","Solo daños","Choque","CL 31 CR 21",NA,NA,1,19.1100958438736,-104.315367082651
"5679",2020-01-04,2020,1,"Sáb","07:30:00:PM","Con heridos","Atropello","CL 96 CR 3 18",3,NA,1,42.936189152489,-4.89584150265626
"5680",2020-01-04,2020,1,"Sáb","09:30:00:AM","Solo daños","Choque","CR 43 CL 79",NA,NA,1,41.4430700062975,-3.98117996006329
"5681",2020-01-04,2020,1,"Sáb","10:00:00:AM","Solo daños","Choque","CL 19 CR 3B",NA,NA,1,40.3652786362734,-4.89140577762169
"5682",2020-01-04,2020,1,"Sáb","10:50:00:AM","Solo daños","Choque","AV CIRCUNVALAR CL 95",NA,NA,1,41.5931409153549,-5.58542011365685
