"","FECHA_ACCIDENTE","A�.O_ACCIDENTE","MES_ACCIDENTE","DIA_ACCIDENTE","HORA_ACCIDENTE","GRAVEDAD_ACCIDENTE","CLASE_ACCIDENTE","SITIO_EXACTO_ACCIDENTE","CANT_HERIDOS_EN._SITIO_ACCIDENTE","CANT_MUERTOS_EN._SITIO_ACCIDENTE","CANTIDAD_ACCIDENTES","lat","long"
"1",2019-01-01,2019,1,"Mar","01:30:00:AM","Solo daños","Choque","CALLE 82 CRA 71",NA,NA,1,NA,NA
"2",2019-01-01,2019,1,"Mar","01:50:00:PM","Con heridos","Choque","CL 30 CR 27",1,NA,1,51.356319985984,-0.0887900032516598
"3",2019-01-01,2019,1,"Mar","03:00:00:PM","Con heridos","Choque","CL 17 CR 30",1,NA,1,42.5808449747362,-6.46815235162267
"4",2019-01-01,2019,1,"Mar","05:45:00:PM","Solo daños","Choque","CRA 31 CALLE 68C",NA,NA,1,NA,NA
"5",2019-01-01,2019,1,"Mar","10:30:00:PM","Con heridos","Atropello","CL 99D CR 8E",3,NA,1,41.3692725592318,-4.10980214572297
"6",2019-01-01,2019,1,"Mar","12:30:00:PM","Solo daños","Choque","VIA 40 CR 67B",NA,NA,1,NA,NA
"7",2019-01-02,2019,1,"Mié","03:35:00:PM","Solo daños","Choque","AV CIRCUNVALAR FRENTE AL NO 70A 12",NA,NA,1,NA,NA
"8",2019-01-02,2019,1,"Mié","04:10:00:PM","Con muertos","Choque","AV CIRCUNVALAR CR 13",NA,1,1,10.9227820633437,-74.8173673525954
"9",2019-01-02,2019,1,"Mié","04:20:00:PM","Solo daños","Choque","AV CIRCUNVALAR 49 39",NA,NA,1,10.9228694827328,-74.8127040439376
"10",2019-01-02,2019,1,"Mié","05:30:00:PM","Solo daños","Choque","CR 53 68 216",NA,NA,1,51.2961729580001,-0.171634999999981
"11",2019-01-02,2019,1,"Mié","06:10:00:PM","Solo daños","Choque","CL 98 CR 52",NA,NA,1,40.5620300167063,-4.98225999296747
"12",2019-01-02,2019,1,"Mié","08:20:00:AM","Con heridos","Choque","CR 22 CL 37",1,NA,1,41.3680600195043,-4.11048003663797
"13",2019-01-02,2019,1,"Mié","08:30:00:AM","Con heridos","Choque","CR 11 CL 40",2,NA,1,41.3682699861789,-4.11012003389658
"14",2019-01-02,2019,1,"Mié","11:00:00:AM","Solo daños","Choque","CR 9 CL 5",NA,NA,1,41.3683600078189,-4.11006999393462
"15",2019-01-02,2019,1,"Mié","11:05:00:PM","Con heridos","Choque","CL 86 CR 51B",2,NA,1,40.369541859549,-5.48742630770134
"16",2019-01-02,2019,1,"Mié","11:20:00:AM","Solo daños","Choque","CR 44 CL 38",NA,NA,1,41.3661600096925,-4.11147002322201
"17",2019-01-02,2019,1,"Mié","12:30:00:PM","Con heridos","Choque","CL 110 CR 9G",1,NA,1,42.2660859673659,-5.93262770981378
"18",2019-01-02,2019,1,"Mié","12:50:00:PM","Con heridos","Choque","CL 30 CR 14",2,NA,1,19.1086440328965,-104.312988336051
"19",2019-01-03,2019,1,"Jue","01:10:00:PM","Solo daños","Choque","VIA 40 CALLE 80",NA,NA,1,NA,NA
"20",2019-01-03,2019,1,"Jue","01:45:00:PM","Con heridos","Choque","CRA 14 CALLE 63",1,NA,1,9.96310000000005,-84.0492199999999
"21",2019-01-03,2019,1,"Jue","02:50:00:PM","Solo daños","Choque","CL 45 CR 35",NA,NA,1,41.5271899902854,-4.11541999509345
"22",2019-01-03,2019,1,"Jue","03:30:00:AM","Con heridos","Choque","CL 45 CR 14",3,NA,1,41.5270056575405,-4.11545542936814
"23",2019-01-03,2019,1,"Jue","07:20:00:AM","Solo daños","Choque","CL 19 CR 5C",NA,NA,1,40.3652994640605,-4.89138941471353
"24",2019-01-03,2019,1,"Jue","08:40:00:AM","Solo daños","Choque","CALLE 39 CRA 27",NA,NA,1,20.6908100000001,-88.2003
"25",2019-01-03,2019,1,"Jue","08:45:00:AM","Con heridos","Choque","CR 7C CL 76",1,NA,1,41.3685198949531,-4.11003841551943
"26",2019-01-03,2019,1,"Jue","09:45:00:AM","Solo daños","Choque","CR 59 CL 79",NA,NA,1,40.369940013797,-5.48745003784421
"27",2019-01-03,2019,1,"Jue","10:30:00:AM","Solo daños","Choque","CL 746 CR 74",NA,NA,1,40.5621699944894,-4.98228002571608
"28",2019-01-03,2019,1,"Jue","10:40:00:AM","Solo daños","Choque","CRA 14 CALLE 56C",NA,NA,1,NA,NA
"29",2019-01-03,2019,1,"Jue","11:00:00:AM","Con heridos","Choque","CALLE 37C CRA 3C",1,NA,1,NA,NA
"30",2019-01-03,2019,1,"Jue","12:10:00:PM","Con heridos","Choque","CR 50 CL 64",2,NA,1,41.4429400029792,-3.98212996496918
"31",2019-01-03,2019,1,"Jue","12:50:00:PM","Solo daños","Choque","CL 110 CR 6",NA,NA,1,42.2655499969914,-5.93335002005722
"32",2019-01-04,2019,1,"Vie","01:10:00:PM","Solo daños","Choque","VIA 40 CALLE 85",NA,NA,1,NA,NA
"33",2019-01-04,2019,1,"Vie","01:45:00:PM","Solo daños","Choque","CL 110 CR 27",NA,NA,1,42.1990199816409,-5.98201995994057
"34",2019-01-04,2019,1,"Vie","03:50:00:PM","Con heridos","Atropello","CALLE 45 CRA 30",1,NA,1,NA,NA
"35",2019-01-04,2019,1,"Vie","04:30:00:PM","Con heridos","Choque","CL 90 53 20",1,NA,1,42.5844749506329,-6.40777615762515
"36",2019-01-04,2019,1,"Vie","05:40:00:AM","Con heridos","Atropello","CALLE 30 CRA 45",1,NA,1,40.42407,-3.70608999999996
"37",2019-01-04,2019,1,"Vie","06:10:00:AM","Solo daños","Choque","CR 43 CL 79",NA,NA,1,41.4430700062975,-3.98117996006329
"38",2019-01-04,2019,1,"Vie","06:30:00:AM","Solo daños","Choque","AVENIDA 110 CALLE 47",NA,NA,1,40.3584700000001,-5.52155999999997
"39",2019-01-04,2019,1,"Vie","06:50:00:PM","Solo daños","Choque","CALLE 54 CRA 44",NA,NA,1,-23.5844099999999,-46.6852
"40",2019-01-04,2019,1,"Vie","07:00:00:AM","Con heridos","Choque","CRA 53 CALLE 106",1,NA,1,NA,NA
"41",2019-01-04,2019,1,"Vie","08:10:00:AM","Solo daños","Choque","CRA 44 CALLE 38",NA,NA,1,NA,NA
"42",2019-01-04,2019,1,"Vie","08:38:00:PM","Solo daños","Choque","CL 80 CR 43",NA,NA,1,51.4175399818539,-0.162220001296248
"43",2019-01-04,2019,1,"Vie","09:30:00:AM","Solo daños","Choque","CALLE 17 CRA 17B",NA,NA,1,38.6968000000001,-0.473109999999963
"44",2019-01-04,2019,1,"Vie","11:45:00:AM","Solo daños","Choque","CRA 44 CALLE 74",NA,NA,1,NA,NA
"45",2019-01-04,2019,1,"Vie","12:00:00:PM","Solo daños","Choque","CL 30 CR 50",NA,NA,1,41.4429400029792,-3.98212996496918
"46",2019-01-04,2019,1,"Vie","12:10:00:PM","Solo daños","Choque","CALLE 6 CRA 38",NA,NA,1,NA,NA
"47",2019-01-04,2019,1,"Vie","12:20:00:AM","Con heridos","Choque","CRA 21B CALLE 63C",2,NA,1,NA,NA
"48",2019-01-05,2019,1,"Sáb","01:50:00:PM","Solo daños","Choque","CRA 24 CALLE 57",NA,NA,1,NA,NA
"49",2019-01-05,2019,1,"Sáb","02:01:00:PM","Solo daños","Choque","AVENIDA 110 CALLE 45",NA,NA,1,40.3584700000001,-5.52155999999997
"50",2019-01-05,2019,1,"Sáb","02:45:00:PM","Solo daños","Choque","CALLE 52 CRA 62",NA,NA,1,NA,NA
"51",2019-01-05,2019,1,"Sáb","03:00:00:PM","Solo daños","Choque","CRA 59B CALLE 91",NA,NA,1,NA,NA
"52",2019-01-05,2019,1,"Sáb","05:00:00:PM","Solo daños","Choque","AVENIDA 110 CRA 46",NA,NA,1,40.3584700000001,-5.52155999999997
"53",2019-01-05,2019,1,"Sáb","06:20:00:PM","Solo daños","Choque","AVENIDA 110 CRA 15 SUR",NA,NA,1,10.1152248009355,-68.0668477529803
"54",2019-01-05,2019,1,"Sáb","06:20:00:PM","Solo daños","Choque","VIA 40 CL 51",NA,NA,1,42.5523693284431,-6.63176562431559
"55",2019-01-05,2019,1,"Sáb","07:30:00:AM","Solo daños","Choque","CALLE 45 CRA 19",NA,NA,1,NA,NA
"56",2019-01-05,2019,1,"Sáb","07:50:00:PM","Solo daños","Choque","CRA 57 CALLE 75",NA,NA,1,NA,NA
"57",2019-01-05,2019,1,"Sáb","09:40:00:PM","Con heridos","Caida Ocupante","CL 84B CR 41F",2,NA,1,42.2696441031223,-6.66854911561147
"58",2019-01-05,2019,1,"Sáb","10:15:00:AM","Solo daños","Choque","CL 84 CR 67",NA,NA,1,41.9944300046165,-6.03008003254891
"59",2019-01-05,2019,1,"Sáb","11:30:00:PM","Con heridos","Choque","AVENIDA 110 CALLE 93",2,NA,1,40.3584700000001,-5.52155999999997
"60",2019-01-06,2019,1,"Dom","01:00:00:PM","Solo daños","Choque","CL 19 CR 4C",NA,NA,1,42.5849576911661,-6.40794948015668
"61",2019-01-06,2019,1,"Dom","01:20:00:PM","Solo daños","Choque","CR 20 CL 45",NA,NA,1,41.3681499992349,-4.11043997114078
"62",2019-01-06,2019,1,"Dom","03:00:00:PM","Solo daños","Choque","CL 110 CR 11",NA,NA,1,42.2658100036279,-5.93293000288909
"63",2019-01-06,2019,1,"Dom","03:50:00:AM","Solo daños","Choque","CALLE 30 CRA 15",NA,NA,1,40.42407,-3.70608999999996
"64",2019-01-06,2019,1,"Dom","04:30:00:PM","Solo daños","Choque","CL 110 CR 38 Y 46",NA,NA,1,42.199110003281,-5.98213001432927
"65",2019-01-06,2019,1,"Dom","06:30:00:PM","Con heridos","Atropello","CL 33E 2 164",2,NA,1,18.9065000037227,-103.887850020029
"66",2019-01-06,2019,1,"Dom","06:34:00:PM","Solo daños","Choque","CR 26C7 76 A 32",NA,NA,1,10.9804799924514,-74.8179500153372
"67",2019-01-06,2019,1,"Dom","08:10:00:PM","Solo daños","Choque","CR 44 72 233",NA,NA,1,51.3926300000001,-0.158958366999968
"68",2019-01-06,2019,1,"Dom","09:00:00:AM","Solo daños","Choque","CL 45 4 85",NA,NA,1,19.0469175238536,-104.319930612842
"69",2019-01-06,2019,1,"Dom","09:45:00:AM","Solo daños","Choque","AV CIRCUNVALAR ENTRADA A LA GRANJA",NA,NA,1,41.2785136838838,-7.7791917427077
"70",2019-01-06,2019,1,"Dom","10:00:00:AM","Con heridos","Caida Ocupante","CL 57 CR 24",2,NA,1,41.3679300161861,-4.11065999609914
"71",2019-01-06,2019,1,"Dom","12:30:00:AM","Con heridos","Choque","CL 17 CR 25",1,NA,1,19.1092700181106,-104.3141200041
"72",2019-01-06,2019,1,"Dom","12:50:00:PM","Solo daños","Choque","CL 19 CR 4",NA,NA,1,42.5849600194883,-6.40788995959232
"73",2019-01-06,2019,1,"Dom","01:48:00:PM","Solo daños","Choque","CL 74 FRENTE 74 78",NA,NA,1,40.9012199895928,-3.99977001547802
"74",2019-01-06,2019,1,"Dom","06:24:00:PM","Solo daños","Choque","CR 51B CL 94",NA,NA,1,40.369541859549,-5.48742630770134
"75",2019-01-07,2019,1,"Lun","01:00:00:PM","Solo daños","Choque","CL 95 CR 30",NA,NA,1,41.3675200153922,-4.11075999220404
"76",2019-01-07,2019,1,"Lun","04:00:00:PM","Con heridos","Atropello","CR 51B CL 106",1,NA,1,40.369541859549,-5.48742630770134
"77",2019-01-07,2019,1,"Lun","09:20:00:PM","Con heridos","Choque","CL 94 CR 3A",2,NA,1,19.2426953762095,-103.707652852123
"78",2019-01-07,2019,1,"Lun","09:30:00:PM","Solo daños","Choque","CL 110 CR 38",NA,NA,1,42.199110003281,-5.98213001432927
"79",2019-01-07,2019,1,"Lun","10:50:00:PM","Solo daños","Choque","CL 53D CR 20",NA,NA,1,42.5844749506329,-6.40777615762515
"80",2019-01-07,2019,1,"Lun","12:30:00:PM","Solo daños","Choque","CR 59 CL 86",NA,NA,1,40.369940013797,-5.48745003784421
"81",2019-01-08,2019,1,"Mar","01:30:00:PM","Con heridos","Choque","CL 74 CR 41C",2,NA,1,41.383299826796,-4.18639468546665
"82",2019-01-08,2019,1,"Mar","01:46:00:PM","Con heridos","Choque","CL 30 CR 24",2,NA,1,41.3679300161861,-4.11065999609914
"83",2019-01-08,2019,1,"Mar","03:05:00:PM","Con heridos","Choque","CR 9 74 15",2,NA,1,45.2975725800039,9.75687220528114
"84",2019-01-08,2019,1,"Mar","03:30:00:PM","Solo daños","Choque","CL 84B CR 38",NA,NA,1,40.314903296659,-4.70845466721612
"85",2019-01-08,2019,1,"Mar","04:00:00:PM","Solo daños","Choque","CL 56 11 102",NA,NA,1,18.916657362744,-103.860080044785
"86",2019-01-08,2019,1,"Mar","04:20:00:PM","Solo daños","Choque","CR 43 CL 8",NA,NA,1,41.4430700062975,-3.98117996006329
"87",2019-01-08,2019,1,"Mar","05:20:00:PM","Con heridos","Choque","CL 72 CR 36",1,NA,1,41.3666399993778,-4.11121999105029
"88",2019-01-08,2019,1,"Mar","06:30:00:PM","Solo daños","Choque","CL 76 CR 6B",NA,NA,1,41.3693708668748,-4.10975102245247
"89",2019-01-08,2019,1,"Mar","07:30:00:PM","Con heridos","Choque","CL 110 CR 9",1,NA,1,42.2661099919426,-5.93264996350402
"90",2019-01-08,2019,1,"Mar","07:45:00:AM","Con heridos","Choque","CL 86 CR 42G",1,NA,1,41.3665310201823,-4.1112459362601
"91",2019-01-08,2019,1,"Mar","09:55:00:AM","Con heridos","Choque","CL 84 CR 68",2,NA,1,40.5621500036503,-4.98200996079575
"92",2019-01-08,2019,1,"Mar","10:00:00:AM","Solo daños","Choque","CR 41 CL 52 53",NA,NA,1,41.4431099879756,-3.98001001401803
"93",2019-01-08,2019,1,"Mar","10:00:00:AM","Solo daños","Choque","CL 36 CR 44 PARQUEADERO",NA,NA,1,3.41641000000004,-76.53883
"94",2019-01-08,2019,1,"Mar","10:50:00:PM","Con heridos","Choque","CR 26C1 82 08",1,NA,1,NA,NA
"95",2019-01-08,2019,1,"Mar","11:20:00:AM","Solo daños","Choque","CR 15 78 123",NA,NA,1,54.0270100000001,15.526533778
"96",2019-01-08,2019,1,"Mar","11:35:00:AM","Con heridos","Choque","CR 57 CL 85",1,NA,1,41.9947299929311,-6.02927000542604
"97",2019-01-08,2019,1,"Mar","12:40:00:PM","Solo daños","Choque","CR 38 69 128",NA,NA,1,59.2562106180001,18.1034550000001
"98",2019-01-09,2019,1,"Mié","01:00:00:PM","Solo daños","Choque","CL 100 CR 55",NA,NA,1,40.4003299867736,-5.7103300400592
"99",2019-01-09,2019,1,"Mié","02:35:00:PM","Solo daños","Choque","CL 82 CR 56",NA,NA,1,40.5618700061747,-4.982139964114
"100",2019-01-09,2019,1,"Mié","03:15:00:PM","Solo daños","Choque","CR 42G CL 82",NA,NA,1,41.3665310201823,-4.1112459362601
"101",2019-01-09,2019,1,"Mié","03:20:00:PM","Solo daños","Choque","CL 79 CR 59B",NA,NA,1,40.3699302608205,-5.48681541660031
"102",2019-01-09,2019,1,"Mié","03:20:00:PM","Solo daños","Choque","CR 68 74 80",NA,NA,1,NA,NA
"103",2019-01-09,2019,1,"Mié","03:45:00:PM","Con heridos","Choque","CL 110 CR 46",1,NA,1,42.198780007753,-5.98226999211232
"104",2019-01-09,2019,1,"Mié","04:30:00:PM","Con heridos","Choque","CR 27 CL 41",1,NA,1,41.366229998584,-4.11121001658552
"105",2019-01-09,2019,1,"Mié","04:40:00:PM","Solo daños","Choque","CR 38 CL 48",NA,NA,1,41.3665299868987,-4.11128000547703
"106",2019-01-09,2019,1,"Mié","05:00:00:PM","Solo daños","Choque","CL 45 CR 19 54",NA,NA,1,41.528004273552,-4.11550921249145
"107",2019-01-09,2019,1,"Mié","05:50:00:PM","Solo daños","Choque","CL 69 CR 49",NA,NA,1,41.4428400068743,-3.98099002613733
"108",2019-01-09,2019,1,"Mié","06:00:00:PM","Solo daños","Choque","CL 30 10 234",NA,NA,1,41.8366400067865,-3.00527002802363
"109",2019-01-09,2019,1,"Mié","06:30:00:AM","Solo daños","Choque","CR 46 CL 75",NA,NA,1,41.3660600135876,-4.11148997215159
"110",2019-01-09,2019,1,"Mié","06:30:00:PM","Solo daños","Choque","CR 50 CL 47 48",NA,NA,1,41.4429400029792,-3.98212996496918
"111",2019-01-09,2019,1,"Mié","07:10:00:PM","Solo daños","Choque","CL 110 CR 12B",NA,NA,1,42.2649777643016,-5.93377039061399
"112",2019-01-09,2019,1,"Mié","07:35:00:PM","Solo daños","Choque","CL 99 CR 53",NA,NA,1,41.9948200145712,-6.02901997325429
"113",2019-01-09,2019,1,"Mié","09:40:00:PM","Con heridos","Choque","CL 90 CR 2 24",2,NA,1,42.9358040921602,-4.89535953539271
"114",2019-01-09,2019,1,"Mié","10:20:00:AM","Solo daños","Choque","CL 44 CR 22",NA,NA,1,41.3680600195043,-4.11048003663797
"115",2019-01-09,2019,1,"Mié","11:00:00:AM","Solo daños","Choque","CL 17 CR 12",NA,NA,1,40.3653000017466,-4.89099003602331
"116",2019-01-10,2019,1,"Jue","02:50:00:PM","Con heridos","Choque","CL 30 29 101",1,NA,1,41.5413548236408,-4.70048742503915
"117",2019-01-10,2019,1,"Jue","02:50:00:PM","Solo daños","Choque","CL 78 CR 55",NA,NA,1,41.9947799909835,-6.02913002764299
"118",2019-01-10,2019,1,"Jue","07:00:00:PM","Solo daños","Choque","AV CIRCUNVALAR CR 31",NA,NA,1,10.9227820633437,-74.8173673525954
"119",2019-01-10,2019,1,"Jue","07:40:00:PM","Solo daños","Choque","CL 19 CR 59",NA,NA,1,42.5631299813106,-6.50519002531897
"120",2019-01-10,2019,1,"Jue","08:00:00:PM","Solo daños","Choque","cr 15 sur 78 123",NA,NA,1,10.9258732214495,-74.8238777804654
"121",2019-01-10,2019,1,"Jue","08:25:00:AM","Solo daños","Choque","AV CIRCUNVALAR AV CORDIALIDAD",NA,NA,1,10.9542241223683,-74.8357226032218
"122",2019-01-10,2019,1,"Jue","08:50:00:PM","Solo daños","Choque","CR 51B CL 86",NA,NA,1,40.369541859549,-5.48742630770134
"123",2019-01-10,2019,1,"Jue","09:10:00:AM","Solo daños","Choque","CL 75 CR 71",NA,NA,1,41.9943300085116,-6.03035001365018
"124",2019-01-10,2019,1,"Jue","09:30:00:AM","Con heridos","Atropello","AV MURILLO ESTADIO METROPOLITANO",1,NA,1,6.26321000000007,-75.60844
"125",2019-01-10,2019,1,"Jue","10:31:00:AM","Solo daños","Choque","CR 45 CL 59",NA,NA,1,41.4430099918707,-3.98145002498359
"126",2019-01-10,2019,1,"Jue","11:30:00:PM","Solo daños","Choque","CR 37 53 110",NA,NA,1,51.078265,17.0191405900001
"127",2019-01-10,2019,1,"Jue","11:55:00:AM","Solo daños","Choque","CL 64 CR 61",NA,NA,1,41.9946100059872,-6.02959002648927
"128",2019-01-11,2019,1,"Vie","01:10:00:PM","Solo daños","Choque","CL 19 CR 1B",NA,NA,1,42.584899654514,-6.40790643185479
"129",2019-01-11,2019,1,"Vie","02:00:00:PM","Con heridos","Choque","CL 110 CR 6",3,NA,1,42.2655499969914,-5.93335002005722
"130",2019-01-11,2019,1,"Vie","02:30:00:PM","Solo daños","Choque","CL 76 CR 43B",NA,NA,1,41.4431535994835,-3.98108181915183
"131",2019-01-11,2019,1,"Vie","03:25:00:PM","Solo daños","Choque","CL 96 CR 47",NA,NA,1,40.3882400134524,-5.45218996957513
"132",2019-01-11,2019,1,"Vie","06:30:00:AM","Solo daños","Choque","CL 84 CR 46",NA,NA,1,41.3660600135876,-4.11148997215159
"133",2019-01-11,2019,1,"Vie","07:30:00:PM","Con heridos","Choque","CL 29 CR 32",2,NA,1,41.5413170407858,-4.70034288730767
"134",2019-01-11,2019,1,"Vie","07:50:00:PM","Solo daños","Choque","galapa km 6 + 1",NA,NA,1,10.898210718606,-74.8831476278993
"135",2019-01-11,2019,1,"Vie","08:30:00:AM","Solo daños","Choque","CL 96 CR 42F",NA,NA,1,41.3665310201823,-4.1112459362601
"136",2019-01-11,2019,1,"Vie","08:50:00:AM","Solo daños","Choque","CL 82 CR 53",NA,NA,1,41.9948200145712,-6.02901997325429
"137",2019-01-11,2019,1,"Vie","11:00:00:AM","Solo daños","Choque","CL 45 CR 20",NA,NA,1,41.5270056575405,-4.11545542936814
"138",2019-01-11,2019,1,"Vie","04:31:00:PM","Solo daños","Choque","VIA 40 CON 69",NA,NA,1,NA,NA
"139",2019-01-12,2019,1,"Sáb","01:00:00:PM","Solo daños","Choque","CR 41 63 3",NA,NA,1,51.4026250000001,-0.143637524999974
"140",2019-01-12,2019,1,"Sáb","01:40:00:PM","Con heridos","Choque","CL 30 CR 26",1,NA,1,51.3470099965795,-0.104270037312176
"141",2019-01-12,2019,1,"Sáb","02:30:00:PM","Solo daños","Choque","CL 72 CR 44",NA,NA,1,51.3821499940856,-0.16101996421861
"142",2019-01-12,2019,1,"Sáb","03:40:00:AM","Con heridos","Choque","CR 15 SUR 90B 116",1,NA,1,10.9275123749307,-74.8263502966985
"143",2019-01-12,2019,1,"Sáb","04:10:00:PM","Solo daños","Choque","CL 17 CR 30",NA,NA,1,42.5808449747362,-6.46815235162267
"144",2019-01-12,2019,1,"Sáb","04:15:00:PM","Solo daños","Choque","CR 57 CL 91",NA,NA,1,41.9947299929311,-6.02927000542604
"145",2019-01-12,2019,1,"Sáb","04:30:00:PM","Con heridos","Choque","CL 110 CR 6",1,NA,1,42.2655499969914,-5.93335002005722
"146",2019-01-12,2019,1,"Sáb","05:35:00:PM","Solo daños","Choque","CL 81 68 41",NA,NA,1,5.04521378155197,-75.5027328397496
"147",2019-01-12,2019,1,"Sáb","07:30:00:PM","Con heridos","Choque","VIA GALAPA ENTRADA VILLA CORDIALIDAD",2,NA,1,10.90919,-74.88022
"148",2019-01-12,2019,1,"Sáb","08:15:00:AM","Solo daños","Choque","AV CIRCUNVALAR CR 38 Y 46",NA,NA,1,10.9227820633437,-74.8173673525954
"149",2019-01-12,2019,1,"Sáb","08:30:00:AM","Solo daños","Choque","CR 67 40 211",NA,NA,1,50.267520651,19.039385
"150",2019-01-12,2019,1,"Sáb","09:00:00:AM","Con heridos","Choque","AV CIRCUNVALAR CL 98",2,NA,1,41.5931409153549,-5.58542011365685
"151",2019-01-12,2019,1,"Sáb","09:00:00:PM","Solo daños","Choque","CL 110 CR 9G",NA,NA,1,42.2660859673659,-5.93262770981378
"152",2019-01-12,2019,1,"Sáb","10:00:00:AM","Solo daños","Choque","CL 110 CR 12A",NA,NA,1,42.2649777643016,-5.93377039061399
"153",2019-01-12,2019,1,"Sáb","10:10:00:PM","Solo daños","Choque","CL 30 CR 8",NA,NA,1,41.0525800199493,-4.69769002157156
"154",2019-01-13,2019,1,"Dom","01:00:00:PM","Solo daños","Choque","CR 16 CL 23",NA,NA,1,41.3689599844483,-4.10994996508114
"155",2019-01-13,2019,1,"Dom","01:40:00:PM","Solo daños","Choque","CR 43 CL 76",NA,NA,1,41.4430700062975,-3.98117996006329
"156",2019-01-13,2019,1,"Dom","02:20:00:PM","Solo daños","Choque","CL 110 CR 26",NA,NA,1,42.2000199845992,-5.98191996383571
"157",2019-01-13,2019,1,"Dom","03:30:00:PM","Solo daños","Choque","CL 93 CR 40B",NA,NA,1,41.366649915259,-4.11118359017575
"158",2019-01-13,2019,1,"Dom","03:50:00:PM","Solo daños","Choque","VIA 40 CL 68",NA,NA,1,42.5523693284431,-6.63176562431559
"159",2019-01-13,2019,1,"Dom","04:00:00:PM","Solo daños","Choque","CR 45 CL 53",NA,NA,1,41.4430099918707,-3.98145002498359
"160",2019-01-13,2019,1,"Dom","06:30:00:AM","Con heridos","Otro","AVENIDA CORDIALIDAD CR 19",1,NA,1,10.9693269600507,-74.8411378843157
"161",2019-01-13,2019,1,"Dom","08:00:00:PM","Solo daños","Choque","CL 39 CR 33",NA,NA,1,41.3658199977902,-4.11138997604669
"162",2019-01-13,2019,1,"Dom","08:30:00:PM","Con heridos","Choque","CR 44 CL 44",1,NA,1,41.3661600096925,-4.11147002322201
"163",2019-01-13,2019,1,"Dom","09:20:00:PM","Con heridos","Choque","CL 119 CR 10A 8",1,NA,1,42.5107000034818,-5.93010002091998
"164",2019-01-13,2019,1,"Dom","09:45:00:PM","Con heridos","Atropello","CR 1E CL 48",1,NA,1,41.9967100080087,-6.023739960987
"165",2019-01-13,2019,1,"Dom","09:50:00:AM","Solo daños","Choque","ENTRADA SECTOR ZONA FRANCA",NA,NA,1,41.3500000000001,2.13333000000006
"166",2019-01-13,2019,1,"Dom","12:00:00:PM","Con heridos","Choque","CR 14 CL 54",1,NA,1,41.3820500026374,-4.18737000049435
"167",2019-01-13,2019,1,"Dom","12:45:00:PM","Solo daños","Choque","CR 38 CL 6",NA,NA,1,41.3665299868987,-4.11128000547703
"168",2019-01-14,2019,1,"Lun","01:00:00:PM","Con heridos","Choque","CR 27 CL 61",1,NA,1,41.366229998584,-4.11121001658552
"169",2019-01-14,2019,1,"Lun","01:30:00:PM","Solo daños","Choque","CR 22 39 20",NA,NA,1,NA,NA
"170",2019-01-14,2019,1,"Lun","05:10:00:PM","Con heridos","Choque","VIA 40 CL 85",1,NA,1,42.5523693284431,-6.63176562431559
"171",2019-01-14,2019,1,"Lun","05:30:00:PM","Solo daños","Choque","CL 70C 12A 32",NA,NA,1,42.5821999845012,-6.46990003365553
"172",2019-01-14,2019,1,"Lun","06:30:00:AM","Con heridos","Choque","VIA 40 CON 77",1,NA,1,NA,NA
"173",2019-01-14,2019,1,"Lun","06:45:00:PM","Con heridos","Choque","AV 110 CR 9G",1,NA,1,NA,NA
"174",2019-01-14,2019,1,"Lun","07:30:00:PM","Solo daños","Choque","CL 75 CR 49",NA,NA,1,41.4428400068743,-3.98099002613733
"175",2019-01-14,2019,1,"Lun","07:40:00:PM","Con heridos","Choque","AV CIRCUNVALAR ALTURA EUROPARK",1,NA,1,NA,NA
"176",2019-01-14,2019,1,"Lun","08:00:00:PM","Solo daños","Choque","AV CIRCUNVALAR 6 361",NA,NA,1,10.9228018603823,-74.8172911751533
"177",2019-01-14,2019,1,"Lun","08:10:00:AM","Solo daños","Choque","CR 41 CL 39",NA,NA,1,41.4431099879756,-3.98001001401803
"178",2019-01-14,2019,1,"Lun","08:10:00:PM","Solo daños","Choque","CL 72 CR 52",NA,NA,1,51.3174000016029,-0.126310000254904
"179",2019-01-14,2019,1,"Lun","08:20:00:PM","Solo daños","Choque","CL 75 CR 7B",NA,NA,1,41.3685198949531,-4.11003841551943
"180",2019-01-14,2019,1,"Lun","08:30:00:AM","Solo daños","Choque","CL 17 CR 27",NA,NA,1,19.1093099997888,-104.314080022422
"181",2019-01-14,2019,1,"Lun","08:30:00:PM","Solo daños","Choque","CR 23B CL 65B",NA,NA,1,41.5484299843891,-5.75140999897914
"182",2019-01-14,2019,1,"Lun","09:10:00:AM","Solo daños","Choque","CR 8 CL 44",NA,NA,1,41.3693400199382,-4.10992004168682
"183",2019-01-14,2019,1,"Lun","09:30:00:AM","Solo daños","Choque","CL 77 CR 66",NA,NA,1,40.5620500075454,-4.98188004129653
"184",2019-01-14,2019,1,"Lun","10:20:00:AM","Con heridos","Choque","CL 30 CR 4",2,NA,1,19.0915099806578,-104.312579997029
"185",2019-01-14,2019,1,"Lun","11:50:00:AM","Solo daños","Choque","VIA 40 CON 54",NA,NA,1,NA,NA
"186",2019-01-14,2019,1,"Lun","12:10:00:PM","Solo daños","Choque","CL 52C CR 8G",NA,NA,1,41.3692725592318,-4.10980214572297
"187",2019-01-14,2019,1,"Lun","12:30:00:PM","Con heridos","Choque","CL 45 CR 11 SUR",2,NA,1,18.9166791395381,-103.860249878223
